query,retrieved_response,hybrid_score,confidence,human_label,human_notes
"@AmazonHelp @115850 @115830 wow wat professionalism at amazon, hav been following up to resolve concern past 6 days, n guess amazon is still solving the mystery internally hw to delay it further. Shame on Amazon who insist dey r cust centric rogues of first order disgusting dey r",@197812 I apologize that you haven't received a correspondence yet. Kindly share your Amazon account related details here: https://t.co/beaaDm0muc so that we can recheck our records and get back to you at the earliest. ^JS,0.5489375069581744,Low,1,AI-assisted label: retrieved response judged relevant/correct.
@115821 Can you price match? Canon PIXMA MX492 Wireless Office Color Printer https://t.co/HVIKVhrxRf,"@268701 Hey, no we don't price match. ^RS",0.4642460697074834,Low,1,AI-assisted label: retrieved response judged relevant/correct.
@AmazonHelp is it a bad thing that I actually am no longer surprised when I have shipping problems with you? *sigh*,@798660 I'm sorry if you received the wrong item. Have you had the chance to reach out to us directly for available options: https://t.co/vSwGflDxIw? ^CL,0.49980950472705826,Low,1,AI-assisted label: retrieved response judged relevant/correct.
"@AmazonHelp In my cart. I add to it through the week, but sometimes things fall off. There should be a notification system when they drop off.",@293194 We're always looking for ways to improve our service. Please e-mail us your suggestion here: https://t.co/EKXRLsnxJu ^JN,0.5025684182687218,Low,1,AI-assisted label: retrieved response judged relevant/correct.
When @AmazonHelp try to take the money twice because they couldn’t be bothered dispatching your order 🙈,"@507269 Oh no! I'm sorry about that! Without providing any personal account information, could you tell us what the charges were for (i.e. AMZL, Marketplace, Authorization). ^GP",0.5261667402570411,Low,1,AI-assisted label: retrieved response judged relevant/correct.
@117795 terrible service!! So disappointing Order was never delivered.Driver was rude.Finally got some assistance from nice CSR,@172360 We understand there has been a delay in delivering your order. Let me check this out for you. (1/2) ^VM,0.5264736291921561,Low,1,AI-assisted label: retrieved response judged relevant/correct.
@AmazonHelp 2 years. I have proof of enrollment,@311195 We'd like to help you. Please contact our support team here: https://t.co/hITbmQzz2y. ^BS,0.4079468250274658,Low,1,AI-assisted label: retrieved response judged relevant/correct.
@AmazonHelp i need to fax some info fro my account to be unlocked but i can't due to me not having a fax and can't find the req'ed stuff,@196510 I'm sorry to hear you still don't have access to your account! When was the last time you faxed your information? ^BH,0.5339412645392628,Low,1,AI-assisted label: retrieved response judged relevant/correct.
"You pay extra for gift wrapping with @115821 and this is what turns up 🤔. As well as looking abysmal, how exactly is the partially sighted recipient of this present expected to read their “personalised message” when it’s so small? #ripoff #waste #Amazon https://t.co/bu2fiSFIH3","@450458 I'm sorry your parcel didn't arrive with the packaging you expected! To reduce materials used, https://t.co/ykTUEmdsQA works with manufacturers to box products in Certified Frustration-Free Packaging. Details here: https://t.co/qdJop3a7o5 ^BV",0.4879624984855507,Low,1,AI-assisted label: retrieved response judged relevant/correct.
@AmazonHelp I Registered A Compliant On 6th Oct On @AmazonHelp But Still Not Any Solution. Worst Customer Service Don't Waste Ur Money,"@478637 Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. 2/2^SC",0.5341900388073507,Low,1,AI-assisted label: retrieved response judged relevant/correct.
@AmazonHelp @115850 why can't u fix this app problem? Works 10% of time if lucky. Spoke 2 CS helpcntre. Did as they said. Back to square 1 https://t.co/vQRwrVzpFc,@484991 That's odd. We haven't seen any other reports as such. Kindly try uninstalling and re-installing the app. ^MS,0.46794067837557135,Low,1,AI-assisted label: retrieved response judged relevant/correct.
@AmazonHelp Excellent 😊 I have tweeted them but as of yet no reply. So it’s down to them now is it?,@450380 Please reply to the email received from our team. We will connect with you accordingly. ^RW,0.5340799755899466,Low,1,AI-assisted label: retrieved response judged relevant/correct.
These days one needs to add +2 days for all orders from @115850. Pretty much 90% of the time they are delayed. This is being a prime member &amp; in Bangalore!!!,@426854 Have you reported this to our support team here: https://t.co/2t6DQoUmNZ ? (2/2)^HR,0.513688109163787,Low,1,AI-assisted label: retrieved response judged relevant/correct.
"@AmazonHelp You got all the details I have, not sure why I need to repeat them elsewhere.","@263817 I'm sorry but as we're on Twitter, we don't have access to your account and won't be able to check it. Request you to please send us your details using the link here:https://t.co/BgXDKGBv4M. ^AM",0.520346230429729,Low,1,AI-assisted label: retrieved response judged relevant/correct.
@AmazonHelp Posso te considerar meu amigo?,"@187550 Friends are the siblings God never gave us.-Mencius
Thanks for the kind words, we loved them ^CB",0.47335419058799744,Low,1,AI-assisted label: retrieved response judged relevant/correct.
@AmazonHelp No I don't understand why you can't share. It simply means you won't do anything. Don't test my patience.  I'm already frustrated coz of u,"@315596 If you've shared your details via link mentioned earlier, we'll get in touch with you soon. Appreciate your patience. ^AK",0.467359257966833,Low,1,AI-assisted label: retrieved response judged relevant/correct.
@AmazonHelp @115850 @115851 @AmazonHelp called SD and they confirmed that it's a defective piece. Even they were supposed to send an email for this but didn't get any.,@132146 Sorry to hear it Brian. Has a replacement or refund been issued? What did the email advise? ^NV,0.4638484327783957,Low,1,AI-assisted label: retrieved response judged relevant/correct.
"@AmazonHelp This is the problem right here. I explain the issue &amp; instead of fixing it, I just get sent the same patronising explanations. https://t.co/MncyD5MnMv","@375098 I'm sorry to hear this, Catrin! We want to help! Please try these helpful troubleshooting tips: https://t.co/DFCHzAYsIY ^HM",0.5000769076338608,Low,1,AI-assisted label: retrieved response judged relevant/correct.
@AmazonHelp Ya  estoy jugando y pinta muy bien.,"@682320 Shora ¡Claro que lo merece! Pues el Atleti es ROCK´N  ROLL, ¿Cuéntame que tal te ha parecido el mando que has adquirido? ^AD",0.513799354625672,Low,1,AI-assisted label: retrieved response judged relevant/correct.
"@AmazonHelp why ur IVRS is faulty so no customr can reach u on phone, Anyway call me urgently my order No. is 407-6618920-5913911. I already lodged my complaint on your link sent by you,","@787146 We've responded to your query here: https://t.co/6atGE6v0KY Kindly check.
Please don't provide your contact details, we consider it to be personal information. Our page is visible to the public. ^SY",0.5337431325512688,Low,1,AI-assisted label: retrieved response judged relevant/correct.
You could have fit an entire case of dog treats in the box you used to ship 1. #notimpressed #wasteful #ecoUNfriendly @115821 https://t.co/kT0p7STVLr,"@197801 Oh wow! So sorry about that, Zach! You are more than welcome to submit feedback on the packaging here:https://t.co/0vR7bLEENi ^SA",0.530209240932835,Low,1,AI-assisted label: retrieved response judged relevant/correct.
@115821 what the hells wrong with the UFC app on the fire stick!? I ordered the fight and it says my order was submitted and it's not loadin,@768998 I'm sorry for the trouble with the app. Please try these troubleshooting steps and let us know if the issue continues: https://t.co/JBPwuXCf4S ^CL,0.5041364710611338,Low,1,AI-assisted label: retrieved response judged relevant/correct.
@AmazonHelp It’s hard to fathom why delivering a broom could be so difficult!,"@378831 Oh no, Brendan! Please provide our Developers with feedback via the Alexa App: https://t.co/w2nNg4XNhs ^EA",0.4976302217734535,Low,1,AI-assisted label: retrieved response judged relevant/correct.
"@115850 for orders lately, prime doesn't deliver giving false reasons. Why lie, deliver next day if u busy. Complained but NO ACTION :( https://t.co/zU0jm1gebg",@801375 So sorry to hear about the late orders! Are there any current orders we'd be able to help you with? ^GS,0.5273007635679372,Low,1,AI-assisted label: retrieved response judged relevant/correct.
@115850 No courtesy unhelpful agents have recorded a call of your rep will be posting it on youtube watch this space 4 more,"@460458 I’m sorry about the delay in delivery. I’d like to assist you, please fill this form: https://t.co/beaaDm0muc and I’ll contact you at the earliest ^RW",0.4295955316409807,Low,1,AI-assisted label: retrieved response judged relevant/correct.
@AmazonHelp i really dont want to cancel the item that i bought. I can send you the email via DM.,"@348402 Hi Michael, we would ask that you do not share any sensitive information over Twitter. Without revealing any personal information, can I ask you to tell me a bit more about the issue you are experiencing? ^TI",0.5413114249892302,Low,1,AI-assisted label: retrieved response judged relevant/correct.
"why you promote yourself @115850, sale is going in your market place is highly deceptive from you part. a promise never fulfilled!",@182774 I'll ensure to share your comments internally to work on. ^CB,0.5429455052541253,Low,1,AI-assisted label: retrieved response judged relevant/correct.
@115851  u r just a cheater and ur @115850 too..what ois the use of the technician when u don't value it...Mr @115851  WHY DON'T U RPLy......just see and smile,@689914 Sorry for any inconvenience you've faced. Please let us know if any of your concerns went unaddressed. ^PJ,0.5346414209965783,Low,1,AI-assisted label: retrieved response judged relevant/correct.
I need to ask a stupid question about the @115821 Fire HD Tablets and I'm really not interested in being judged. Where are my benevolent techie people &amp; Blerds?,"@479418 お買い上げいただきありがとうございます！
どうか末永くご利用いただけますよう・・・( ˘ω˘ )　MH",0.429165141583846,Low,1,AI-assisted label: retrieved response judged relevant/correct.
"@AmazonHelp @115851 Find my reverts here as well..
@115821 @115851 @5339 

I can understand the Logistic Issue.... but what resolutions received from Customer Supports are pathetic..

So possessive for Rs.298, People Beware.. If you ordering big purchases on @115850 

@120781 https://t.co/AZThAXfGxx","@120700 I get you being upset. However, request you to file a charge dispute by contacting bank. Appreciate your understanding. ^BS",0.4870864107733904,Low,1,AI-assisted label: retrieved response judged relevant/correct.
Hey @115850 &amp; @118702 which one of you will give GENUINE offers on microSD cards? Been waiting for a while now thanks.,"@201987 Baiju, prices are solely to the seller's discretion, the price you see is the best we can offer at the moment. ^MS",0.4583163857460022,Low,1,AI-assisted label: retrieved response judged relevant/correct.
"@AmazonHelp chromeでhttps://t.co/OhlTyX8SuIを見ようとすると、下記URL画像の読み込み中に7秒程度固まってしまいます。対策頂けると幸いです。
https://t.co/YRzu9JZqtw","@764461 I understand your concern regarding the MRP difference. For additional details, please refer here: https://t.co/056dJcC1Ld ^SG",0.48638471961021423,Low,1,AI-assisted label: retrieved response judged relevant/correct.
@117086 aguardando uma FEIRA DO EBOOK já que investi num KINDLE pela falta de espaço !,"@420879 Olá Thiago, sinto muito pelo inconveniente. Qual é o erro que está apresentando? ^MB",0.5097320050477007,Low,1,AI-assisted label: retrieved response judged relevant/correct.
@AmazonHelp And which on of these do you think has applied to a sweeping brush being delivered to an apartment block with a 24/7 concierge?,"@383094 Hi James, is this what you're looking for: https://t.co/5EpgzZ5UN7 ^TS",0.42228064674412896,Low,1,AI-assisted label: retrieved response judged relevant/correct.
@19546 @115850 @AmazonHelp @115821 @118702 There is no Dewali offer??? It's is in proper,@388029 Our intention is never to let you down. I'll ensure to share your comments to work on. ^CB,0.4867684654638892,Low,1,AI-assisted label: retrieved response judged relevant/correct.
@AmazonHelp I️ don’t think you read this at all! This is an URN for my Grandmothers ashes! I️ want and NEED my package TOMORROW! I️ will pick it up if I️ have to. You all need to make this happen! I️ cannot wait until Wednesday!!!,"@253118 Thank you for letting us know. If your order hasn't arrived by Wednesday, or for direct assistance, please contact us here: https://t.co/hApLpMlfHN ^SB",0.5364248730975272,Low,1,AI-assisted label: retrieved response judged relevant/correct.
@AmazonHelp Why is it so hard to make an exception? Its not like its affecting you monetarily? You will not understand the circumstances that are causing me to ask for the old phone back.,"@220247 I get your concern about returning a phone. However, as informed we'll be unable to accept a remorse return for the mobile phone. Appreciate your understanding. ^KH",0.45374968141568106,Low,1,AI-assisted label: retrieved response judged relevant/correct.
"@AmazonHelp @119038 Hi, I have a Spanish Amazon Prime account. After linking it with my Twitch one, will I get charged anything? Cheers.",@350248 I'm sorry. We can't view account details via Twitter. Please let us look intoo this here: https://t.co/JzP7hlA23B ^DO,0.5244919237063248,Low,1,AI-assisted label: retrieved response judged relevant/correct.
"Dear @115821 having just ordered a pair of walking boots, how likely is it,that what I really want to buy, is another pair of walking boots?",@636107 Oh no! I'm sorry for the mix up! Will you tell us if this order is shipped and sold by Amazon or a third party seller? ^DW,0.49794317350358913,Low,1,AI-assisted label: retrieved response judged relevant/correct.
"@115821 what is going on? I've emailed the community help for 3 solid weeks about an issue with no answer! Not even a ""we got the email"". Nothing! #whatcustomerservice #frustrated","@186206 I'm sorry for the frustration! Without sharing account information, please tell us more about what's going on. ^SB",0.4998022859903283,Low,1,AI-assisted label: retrieved response judged relevant/correct.
@AmazonHelp How many more long time I will wait for solution...?? I am not able to call contact with Amazon care,"@158236 Apologies for the ordeal, we're working on this and we'll get back to you at the earliest. Appreciate your patience. 1/2 ^PS",0.5470863091999155,Low,1,AI-assisted label: retrieved response judged relevant/correct.
@AmazonHelp Shocking service! whats the point of having prime if its not delivered when promised! by 22:00 did not arrive!,@426976 Did we miss the delivery date in the confirmation e-mail? You can check for the date here: https://t.co/Rt9QpSFl6d ^BH,0.622968882671217,Medium,1,AI-assisted label: retrieved response judged relevant/correct.
@115850 How come the prce of Sandisk microsd crd wth adaptor priced in ur 'Lightning Deal' as 649 bcomes 739 at chkout wth normal delivery,@750621 feedback &amp; ensure to pass it on internally. ^RW 2/2,0.42953844662105006,Low,1,AI-assisted label: retrieved response judged relevant/correct.
"@AmazonHelp thanks, I have now ordered from @4167",@721331 You are welcome. ^MJ,0.6916645031857367,Medium,1,AI-assisted label: retrieved response judged relevant/correct.
Bonjour @AmazonHelp @120533 ce produit sera disponible quand svp ? https://t.co/zRC4AJxvUB,"@632908 Bonjour, malheureusement nous n'avons pas encore d'informations concernant cet article. ^KD",0.6187719641081991,Medium,1,AI-assisted label: retrieved response judged relevant/correct.
@AmazonHelp Yes. Multiple times.,@634939 Please give us a call here: https://t.co/JzP7hlA23B so we can look at this with you in real-time! ^TR,0.9382440924644471,High,1,AI-assisted label: retrieved response judged relevant/correct.
@AmazonHelp your driver TBA504880859000. Please refund my money or give me my item.,@389288 We'd like to work on a resolution for this directly with you. Please reach out to us here: https://t.co/lRblBfLy2u ^TH,0.5628069620146854,Medium,1,AI-assisted label: retrieved response judged relevant/correct.
@AmazonHelp But there are options like login and mail but after login how will I do something u had blocked my privileges,@308340 You can select 'skip sign in' option after you click on the link shared earlier by 'SY' and provide your details. ^SF,0.5208696899838776,Low,1,AI-assisted label: retrieved response judged relevant/correct.
.@115821 is really trying to ruin my day,"@515839 I'm sorry for the delay! Just to clarify, have you received an e-mail with a new expected delivery date? ^AL",0.6094221744400522,Medium,1,AI-assisted label: retrieved response judged relevant/correct.
@AmazonHelp I paid extra for next day delivery only to be told a 8pm that my delivery would not be coming?? Do you think this is acceptable? https://t.co/SBJWXdDdu3,"@151168 I'm so sorry to hear that, Luke. Please give us a chance to take a look and see what options are available by reaching out to us here: https://t.co/JzP7hlA23B ^BG",0.6208058121610549,Medium,1,AI-assisted label: retrieved response judged relevant/correct.
"So, @116090 uses intelcom. One-day shipment is four days late. Replacement one-day shipment is now two days late. And I still have to deal with the return. :(","@758700 I'm sorry for the delivery troubles, Maggie! Have you been provided an updated delivery date via e-mail or on the tracking: https://t.co/PyACxvY8Qo? ^AB",0.534667755020386,Low,1,AI-assisted label: retrieved response judged relevant/correct.
I just tried out @115821 restaurants and it is hands down way better than @115877. I am deleting uber eats from my phone as of this writing! Another W for amazon!,"@116917 Sorry about that. The link ^SH posted is to contact us, at https://t.co/nUUp5MLhYl to look into available options for the late orders. ^EP",0.42893999668317156,Low,1,AI-assisted label: retrieved response judged relevant/correct.
So I placed an order today and it here 8 hours later. Thank you @115821 😁❤🙂,"@500372 I'm sorry for the wait! If we've missed your delivery date, please reach out to us to review options: https://t.co/JzP7hlA23B ^WT",0.6316473544422376,Medium,1,AI-assisted label: retrieved response judged relevant/correct.
@116313 アマゾンにお気に入り登録した商品、在庫切れが多いような？、仕方ないから他のショップで探して購入してるけど、在庫切れ入荷するのかしないのか表示対応してほしいな～。,@820804 お支払い番号は、出荷準備に入り次第Eメールでお知らせします。予約商品の場合、商品によって発売日当日、またはそれ以降に入荷されてから出荷準備が開始される場合があります。発売日を目安にお待ちください。https://t.co/Zli52b6NFD　SM,0.5779061317443848,Medium,1,AI-assisted label: retrieved response judged relevant/correct.
@120474  where is my Gary Barlow presale ticket email??,@493495 Hi Michael. Expect an email before 6pm today. Check out here for more info - https://t.co/btwruk93dv ^TP,0.6291911116516443,Medium,1,AI-assisted label: retrieved response judged relevant/correct.
@AmazonHelp Still no revert ????,"@352553 You should have received an email correspondence, you can check your inbox here: https://t.co/DTSNmGldJf kindly reply to it for further assistance. ^SM",0.9374805569648743,High,1,AI-assisted label: retrieved response judged relevant/correct.
"@AmazonHelp thanks for the fast reply. I appreciate it. yeah I got an email saying no eta yet, thats why I'm asking. I know you guys are fast anyways, its the first time the release happened but the item is not available, at least in germany",@285441 Oh ok. Then please use this Link: https://t.co/dDmBEPionb ^MS,0.49402098404000017,Low,1,AI-assisted label: retrieved response judged relevant/correct.
@115850 Four replacements and still the same defect. Quality Check department failed after requests everytime. Pathetic. Cover costs 1399. https://t.co/noa59BDFI5,"@158484 Sorry for the trouble, Jeet. Kindly fill in your details here: https://t.co/nrxVrkdWfQ and we will get back to you. ^KS 1/2",0.4660778748253326,Low,1,AI-assisted label: retrieved response judged relevant/correct.
"@AmazonHelp Ordered 14-Oct, AmazonCC asked me to wait till 17-Oct then 24-Oct and now 26-Oct to work on escalation for not receiving product https://t.co/nfPd3U003j","@148394 Iḿ so sorry for the delay, typically packages that missed delivery date arrive in 1-2 days. ^LH",0.5616214683787782,Medium,1,AI-assisted label: retrieved response judged relevant/correct.
"@AmazonHelp Hola amazon, aún no tengo información de un envió que me tuvo que haber llegado hoy, sería genial si me ayudarán","@144102 ¡Hola, Hugo! Lamento el atraso del pedido, ¿el producto es vendido y enviado por Amazon o por un vendedor externo que utiliza nuestra plataforma? ^LC",0.6279339815376493,Medium,1,AI-assisted label: retrieved response judged relevant/correct.
@AmazonHelp I left the delivery feedback.,@311021 Apologies for the inconvenience with our logistics team. Please reach us from the link provided. We'll check &amp; assist you. ^SV,0.7317544573246091,High,1,AI-assisted label: retrieved response judged relevant/correct.
@115850 do you really provide free spins during Saturdays???🤔🤔🤔🤔,@497413 We ❤️ you too! Thank you for being a customer and taking the time to let us know how we're doing. 😊 ^HC,0.44676077365875244,Low,1,AI-assisted label: retrieved response judged relevant/correct.
@123813 Tiene opción pra descargar contenido?,"@200713 As of now, download option is available only in prime video app in mobile.^VH",0.4974417984485626,Low,1,AI-assisted label: retrieved response judged relevant/correct.
@115821 strike again by separating my 1 time delivery over a span of a week. Do you know people work 9 to 5 right?,@139221 We appreciate your patience while we investigate this issue for you ^BD,0.5090541839599609,Low,1,AI-assisted label: retrieved response judged relevant/correct.
@AmazonHelp No reason listed. But the Amazon tracking said that it left the carrier facility today.,@634817 Is there any delivery attempt on the tracking? ^PK,0.6056736185224579,Medium,1,AI-assisted label: retrieved response judged relevant/correct.
"@AmazonHelp hi, I preordered Call of Duty but the code I was emailed has been used apparently. I've not redeemed anything so a bit confused https://t.co/OaLnM7bi07",@312123 I'm sorry for the inconvenience! What happends when you attempt to use it? Are you getting an error message? ^MO,0.5311481145289629,Low,1,AI-assisted label: retrieved response judged relevant/correct.
@AmazonHelp Yesterday a 3rd delivery in a row didn't arrive on time. Why do i pay for prime delivery? I would like to complain about the poor service and experience,"@712281 I'm sorry to hear this, Ron! We'd like to help. Who's the carrier listed for your order here: https://t.co/Y5jpI9gRhE ^HC",0.6578250387224822,Medium,1,AI-assisted label: retrieved response judged relevant/correct.
My favorite episode of @719501 won’t play on my @115821 fire stick and I’m genuinely distressed right now. Someone please help,"@198625 I'm so sorry Netflix isn't launching! Try removing the app, restarting your Fire TV Stick, then reinstalling. Let us know!^AM",0.5180115672620614,Low,1,AI-assisted label: retrieved response judged relevant/correct.
@AmazonHelp I already clearly mentioned  held on amazon app contest name :-amazon sale trail,@703817 Sorry to know about the trouble with the order received. We'd like to help. Kindly report this to our support team here: https://t.co/rS49hgaADF ^AK,0.5732537071758512,Medium,1,AI-assisted label: retrieved response judged relevant/correct.
"@AmazonHelp 3rd time in a short space of time you fail to make a delivery. You're truly terrible! How is it acceptable to say allow for an ""additional day or 2"". Time to cancel my prime. 👍",@178201 I'm sorry to hear we've let you down! Have we missed delivery date shown in confirmation e-mail? What was date given? ^FR,0.586581903013778,Medium,1,AI-assisted label: retrieved response judged relevant/correct.
My kindle won’t connect to my schools wifi and it is really making me mad 😂😅,@300849 Have you tried restarting the device?^CD,0.5416296511430008,Low,1,AI-assisted label: retrieved response judged relevant/correct.
"@AmazonHelp Yes except every day the email updates to say it is expected tomorrow. Monday said Tuesday, Tuesday said Wednesday. Tmrw will say Thurs.",@708433 Your best option is to keep an eye on the tracking information.  You can see it here:  https://t.co/Y5jpI9gRhE  And please let us know if it doesn't arrive today.  ^SP,0.5692980227720719,Medium,1,AI-assisted label: retrieved response judged relevant/correct.
"@AmazonHelp bin tiens, tous les tiers qui vendent du coton alors que polyester, pour les bonnets de chimio. j'ai eu 50% sur un (ça ira poubelle)","@371966 Bonjour, avez-vous un souci avec une commande passée auprès d'un vendeur tiers ? ^FA",0.584809801310302,Medium,1,AI-assisted label: retrieved response judged relevant/correct.
1/If I sign up directly with Britbox can I use those credentials with @amazonhelp Prime Video's Britbox content?,"@377483 Hi Kevin! Just to confirm, are you trying to log into the standalone Prime Video site? For videos included with Prime, ... (1/2)",0.5784911390386263,Medium,1,AI-assisted label: retrieved response judged relevant/correct.
@AmazonHelp I’m an Amazon Prime member but I paid $13.98 for one day service and did NOT receive pkg. Now order says will be here 5 Days after I ordered!!!! Credit my acct $13.98 please!!  Ord # 113-3809001-9731469,"@242951 I'm sorry that you haven't received your order yet! Have we provided an updated delivery estimate? Also, which courier is assigned to deliver your parcel? You can check here: https://t.co/aaDyEz1VgE ^TN",0.5760976131011011,Medium,1,AI-assisted label: retrieved response judged relevant/correct.
@AmazonHelp Done it let’s see we’re we go from here then,"@228687 I'm so sorry for the delay in your delivery, Sonu! It's never our intention to cause any frustration, as we strive to get your orders to you in the time frame we promise. However, unforeseen circumstances can cause delays. Please keep us update on your delivery! ^FR",0.5796364164657681,Medium,1,AI-assisted label: retrieved response judged relevant/correct.
"@119625 was planning to watch ""The Prestige"" from long time added it to watchlist, and today finally when I went to watch it, It is not available anymore at my location. Why?? 😢😢😢","@686211 I understand your concern regarding the series Downtown Abbey. However, upon checking I see that the series is still available in prime video. Kindly let us know the error that you're facing so that we can proceed with the troubleshooting. ^BV",0.5063822295071856,Low,1,AI-assisted label: retrieved response judged relevant/correct.
@115850 someone is using the brand name for some marketing activity in vizag..does Amazon has any link with this process?? https://t.co/niv8wa5p72,"@203474 I'm sorry that you have received a different product. Please create a return/replacement here: https://t.co/2t6DQoUmNZ. Please don't provide your order details, as we consider it to be personal information. Our Twitter page is public. ^RW",0.517554471752542,Low,1,AI-assisted label: retrieved response judged relevant/correct.
"@AmazonHelp Thx-i have prime. Want to buy a movie to see online. Thru tv and phone got ""enter 5dig code""","@211908 What device are you currently using? Also, have you tried these troubleshooting steps https://t.co/g8HnF9Pxqf? ^WM",0.44091493659861847,Low,1,AI-assisted label: retrieved response judged relevant/correct.
@115821 why are your drivers so lazy?,"@414586 Without posting personal or account sensitive information, can you tell us more about what's going on?  ^AF",0.6532206904118782,Medium,1,AI-assisted label: retrieved response judged relevant/correct.
"@AmazonHelp 分かりました。カスタマーサービスにメールを遅らせていただいたところ、クリックしただけでは請求等の害は無いそうです。
質問にお答え頂きありがとうございます。","@292287 お手数おかけしますが、よろしくお願いします。
なお、問題が解決しない場合には、メッセージセンターよりご確認ください。TY",0.642484453446597,Medium,1,AI-assisted label: retrieved response judged relevant/correct.
@AmazonHelp Sold by Poundmax,@311360 I recommend contacting the seller for an update. We have steps to contact them listed here: https://t.co/9cJnqW8Xzg ^RA,0.6205182175779931,Medium,1,AI-assisted label: retrieved response judged relevant/correct.
"@AmazonHelp  My order status went from ""shipping today"" to ""preparing for shipment"" again... Why?!?! the item was in stock when I bought it..","@215105 Hey, sorry to hear that, when is your delivery estimate? ^AS",0.5982020518901531,Medium,1,AI-assisted label: retrieved response judged relevant/correct.
